,Word,V,A,D
11984,shelf,0.561,0.202,0.366
11985,shell,0.476,0.6625,0.5820000000000001
11986,shellfish,0.594,0.412,0.393
11987,shelter,0.6253333333333333,0.313,0.5893333333333333
11988,shelv,0.306,0.166,0.321
11989,shepherd,0.656,0.304,0.61
11990,sherbet,0.592,0.363,0.348
11991,sheriff,0.602,0.541,0.802
11992,sherri,0.594,0.477,0.315
11993,shi,0.28,0.153,0.132
11994,shield,0.51,0.373,0.663
11995,shift,0.4985,0.579,0.5185
11996,shifti,0.365,0.687,0.483
11997,shill,0.521,0.342,0.43
11998,shimmer,0.7945,0.605,0.78
11999,shimmi,0.478,0.476,0.462
12000,shin,0.459,0.5,0.231
12001,shindig,0.552,0.56,0.491
12002,shine,0.8645,0.6060000000000001,0.7765
12003,shiner,0.74,0.51,0.556
12004,shingl,0.51,0.2,0.41
12005,shini,0.885,0.604,0.787
12006,ship,0.634,0.4135,0.441
12007,shipment,0.582,0.44,0.452
12008,shipshap,0.594,0.48,0.474
12009,shipwreck,0.268,0.768,0.373
12010,shipyard,0.398,0.583,0.595
12011,shire,0.479,0.257,0.609
12012,shirt,0.698,0.186,0.231
12013,shit,0.0,0.678,0.294
12014,shitday,0.281,0.658,0.39
12015,shitfac,0.214,0.695,0.38
12016,shithead,0.12,0.645,0.302
12017,shitless,0.271,0.545,0.333
12018,shitload,0.02,0.606,0.161
12019,shittest,0.076,0.673,0.232
12020,shitti,0.02,0.679,0.163
12021,shiver,0.191,0.714,0.3045
12022,shoal,0.396,0.408,0.375
12023,shock,0.31866666666666665,0.8156666666666667,0.5536666666666666
12024,shocker,0.235,0.804,0.616
12025,shockingli,0.51,0.924,0.721
12026,shoddi,0.082,0.463,0.179
12027,shoe,0.623,0.2745,0.249
12028,shoelac,0.396,0.28,0.307
12029,shoemak,0.396,0.269,0.491
12030,shoeshin,0.392,0.387,0.325
12031,shook,0.163,0.759,0.509
12032,shoot,0.184,0.9285000000000001,0.6134999999999999
12033,shooter,0.224,0.814,0.774
12034,shootout,0.08,0.927,0.615
12035,shop,0.8200000000000001,0.5385,0.5974999999999999
12036,shopkeep,0.677,0.51,0.73
12037,shoplift,0.1595,0.8314999999999999,0.47050000000000003
12038,shopper,0.646,0.615,0.741
12039,shore,0.542,0.304,0.204
12040,shorelin,0.677,0.296,0.529
12041,shorn,0.396,0.415,0.4
12042,short,0.4216666666666667,0.3416666666666666,0.26533333333333337
12043,short stori,0.697,0.321,0.348
12044,shortag,0.094,0.455,0.198
12045,shortcak,0.677,0.359,0.398
12046,shortcom,0.195,0.37,0.258
12047,shortcut,0.594,0.308,0.426
12048,shorten,0.294,0.35750000000000004,0.4225
12049,shorthand,0.459,0.45,0.461
12050,shortli,0.582,0.31,0.36
12051,shortstop,0.418,0.529,0.45
12052,shortwav,0.46,0.271,0.368
12053,shot,0.144,0.75,0.569
12054,shotgun,0.2,0.868,0.684
12055,shoulder,0.562,0.286,0.406
12056,shout,0.229,0.925,0.444
12057,shove,0.306,0.69,0.602
12058,shovel,0.346,0.46399999999999997,0.402
12059,show,0.6475,0.6555,0.605
12060,showbiz,0.661,0.713,0.598
12061,showboat,0.618,0.625,0.509
12062,showcas,0.521,0.255,0.415
12063,showdown,0.302,0.95,0.692
12064,shower,0.669,0.346,0.336
12065,showgirl,0.633,0.694,0.481
12066,showi,0.698,0.657,0.661
12067,showoff,0.344,0.598,0.463
12068,showroom,0.74,0.441,0.536
12069,shrapnel,0.24,0.74,0.681
12070,shred,0.224,0.75,0.627
12071,shrew,0.306,0.463,0.39
12072,shrewd,0.551,0.673,0.816
12073,shriek,0.459,0.827,0.491
12074,shrill,0.312,0.721,0.64
12075,shrimp,0.571,0.361,0.425
12076,shrine,0.802,0.255,0.574
12077,shrink,0.2875,0.4265,0.2445
12078,shrivel,0.16,0.409,0.143
12079,shroud,0.417,0.457,0.389
12080,shrub,0.531,0.34,0.34
12081,shrubberi,0.49,0.267,0.332
12082,shrug,0.208,0.296,0.278
12083,shrunk,0.163,0.354,0.218
12084,shrunken,0.5,0.373,0.221
12085,shudder,0.32299999999999995,0.7965,0.5985
12086,shuffl,0.49,0.429,0.4245
12087,shuffleboard,0.531,0.459,0.377
12088,shun,0.34450000000000003,0.534,0.378
12089,shunt,0.312,0.5,0.47
12090,shut,0.24,0.352,0.311
12091,shutdown,0.173,0.367,0.418
12092,shutey,0.521,0.43,0.431
12093,shutit,0.281,0.442,0.48
12094,shutter,0.191,0.38,0.482
12095,shuttl,0.531,0.591,0.547
12096,shutup,0.333,0.56,0.491
12097,shyness,0.312,0.265,0.246
12098,shyster,0.292,0.567,0.424
12099,sib,0.698,0.298,0.593
12100,sibl,0.857,0.34,0.636
12101,sic,0.37,0.459,0.38
12102,sick,0.099,0.5675,0.212
12103,sickbay,0.296,0.51,0.345
12104,sicken,0.0625,0.5589999999999999,0.27649999999999997
12105,sickl,0.427,0.585,0.37
12106,sickli,0.188,0.55,0.191
12107,side,0.439,0.288,0.395
12108,sidearm,0.41,0.474,0.5
12109,sidebar,0.469,0.364,0.405
12110,sideboard,0.59,0.259,0.426
12111,sideburn,0.777,0.327,0.308
12112,sidecar,0.552,0.449,0.5
12113,sidekick,0.602,0.439,0.509
12114,sidelin,0.44,0.382,0.517
12115,sideshow,0.458,0.594,0.658
12116,sidestep,0.378,0.559,0.407
12117,sidewalk,0.479,0.192,0.348
12118,sideway,0.788,0.245,0.291
12119,sidewind,0.5,0.5,0.439
12120,sieg,0.271,0.75,0.567
12121,siesta,0.74,0.046,0.295
12122,siev,0.459,0.25,0.333
12123,sift,0.5565,0.4405,0.4675
12124,sigh,0.469,0.387,0.273
12125,sight,0.633,0.405,0.5775
12126,sightse,0.875,0.552,0.697
12127,sigma,0.49,0.472,0.535
12128,sign,0.62,0.481,0.397
12129,signal,0.615,0.417,0.464
12130,signatur,0.57,0.422,0.657
12131,signif,0.583,0.337,0.53
12132,signifi,0.453,0.422,0.634
12133,signific,0.8234999999999999,0.5545,0.7150000000000001
12134,signpost,0.51,0.4,0.446
12135,silenc,0.4275,0.278,0.3525
12136,silent,0.4585,0.155,0.29300000000000004
12137,silhouett,0.582,0.41,0.288
12138,silicon,0.4595,0.394,0.389
12139,silk,0.76,0.115,0.3
12140,silken,0.73,0.265,0.394
12141,silki,0.802,0.397,0.271
12142,sill,0.433,0.375,0.324
12143,silli,0.35550000000000004,0.3585,0.1765
12144,silo,0.4,0.365,0.357
12145,silt,0.51,0.269,0.2
12146,silver,0.684,0.451,0.615
12147,silveri,0.543,0.46,0.517
12148,silverwar,0.663,0.365,0.409
12149,simil,0.615,0.363,0.464
12150,similar,0.6455,0.2525,0.47050000000000003
12151,simmer,0.516,0.45299999999999996,0.40249999999999997
12152,simpl,0.6885,0.185,0.2885
12153,simpleton,0.429,0.144,0.358
12154,simpli,0.535,0.148,0.393
12155,simplic,0.667,0.25,0.337
12156,simplifi,0.565,0.347,0.602
12157,simplist,0.49,0.245,0.391
12158,simul,0.5664,0.4862,0.4808
12159,simultan,0.6735,0.5335,0.5815
12160,sin,0.16333333333333333,0.7333333333333334,0.42933333333333334
12161,sincer,0.913,0.308,0.7055
12162,sing,0.8714999999999999,0.6,0.474
12163,singer,0.802,0.735,0.628
12164,singl,0.291,0.354,0.259
12165,singli,0.553,0.354,0.466
12166,singular,0.596,0.32499999999999996,0.5680000000000001
12167,singularli,0.571,0.33,0.527
12168,sinist,0.125,0.896,0.581
12169,sink,0.255,0.439,0.332
12170,sinker,0.302,0.557,0.538
12171,sinner,0.237,0.667,0.356
12172,sinu,0.531,0.563,0.34
12173,sip,0.422,0.3645,0.295
12174,siphon,0.354,0.333,0.435
12175,sir,0.622,0.306,0.778
12176,sire,0.854,0.452,0.808
12177,siren,0.57,0.627,0.5
12178,sirloin,0.546,0.418,0.373
12179,sissi,0.333,0.562,0.232
12180,sister,0.916,0.324,0.562
12181,sisterhood,0.837,0.415,0.696
12182,sit,0.561,0.188,0.3605
12183,sitcom,0.562,0.537,0.407
12184,site,0.677,0.265,0.452
12185,sith,0.439,0.564,0.373
12186,sitter,0.656,0.429,0.404
12187,situat,0.5276666666666667,0.30933333333333335,0.5419999999999999
12188,six,0.5,0.154,0.271
12189,sixpenc,0.469,0.417,0.463
12190,sixteen,0.583,0.29,0.324
12191,sixth,0.521,0.275,0.366
12192,sixti,0.694,0.24,0.433
12193,sizabl,0.727,0.337,0.657
12194,size,0.531,0.336,0.569
12195,sizzl,0.427,0.704,0.368
12196,ska,0.458,0.575,0.245
12197,skate,0.7424999999999999,0.663,0.47150000000000003
12198,skateboard,0.677,0.55,0.353
12199,skater,0.633,0.774,0.652
12200,skedaddl,0.427,0.596,0.422
12201,skeet,0.469,0.549,0.413
12202,skein,0.449,0.372,0.287
12203,skelet,0.306,0.558,0.318
12204,skeleton,0.183,0.464,0.343
12205,skeptic,0.19033333333333333,0.47333333333333333,0.5113333333333333
12206,sketch,0.7164999999999999,0.3015,0.41000000000000003
12207,sketchi,0.333,0.479,0.241
12208,skew,0.34,0.48,0.361
12209,skewer,0.47,0.365,0.457
12210,ski,0.7535000000000001,0.747,0.5455
12211,skid,0.357,0.64,0.44
12212,skier,0.802,0.788,0.639
12213,skiff,0.479,0.375,0.472
12214,skijump,0.635,0.647,0.482
12215,skill,0.8450000000000001,0.6436666666666667,0.89
12216,skillet,0.51,0.296,0.345
12217,skim,0.418,0.328,0.322
12218,skimpi,0.302,0.349,0.208
12219,skin,0.569,0.35,0.395
12220,skinni,0.333,0.333,0.298
12221,skip,0.458,0.804,0.439
12222,skipper,0.44,0.577,0.692
12223,skirmish,0.29,0.64,0.474
12224,skirt,0.5576666666666666,0.5100000000000001,0.2843333333333333
12225,skit,0.438,0.434,0.421
12226,skittish,0.156,0.815,0.172
12227,skull,0.276,0.558,0.574
12228,skunk,0.284,0.491,0.38
12229,sky,0.958,0.234,0.401
12230,skylight,0.708,0.314,0.343
12231,skylin,0.592,0.412,0.662
12232,skyscrap,0.622,0.696,0.798
12233,slab,0.398,0.265,0.264
12234,slack,0.521,0.283,0.446
12235,slag,0.266,0.6,0.254
12236,slam,0.459,0.577,0.48
12237,slammer,0.417,0.565,0.391
12238,slander,0.1205,0.702,0.3955
12239,slang,0.479,0.418,0.491
12240,slant,0.469,0.396,0.536
12241,slap,0.1,0.804,0.518
12242,slash,0.29500000000000004,0.41400000000000003,0.4595
12243,slate,0.5155000000000001,0.27649999999999997,0.3865
12244,slaughter,0.0925,0.95,0.6579999999999999
12245,slaughterhous,0.146,0.794,0.472
12246,slave,0.171,0.795,0.151
12247,slaveri,0.052,0.783,0.218
12248,slay,0.133,0.92,0.585
12249,slayer,0.041,0.93,0.661
12250,sleaz,0.312,0.538,0.405
12251,sleazi,0.292,0.674,0.37
12252,sled,0.63,0.547,0.434
12253,sledg,0.646,0.5,0.361
12254,sledgehamm,0.449,0.479,0.482
12255,sleek,0.75,0.484,0.643
12256,sleep,0.7115,0.0905,0.3255
12257,sleeper,0.64,0.154,0.254
12258,sleepi,0.604,0.125,0.25
12259,sleepless,0.1585,0.507,0.20450000000000002
12260,sleepov,0.815,0.519,0.34
12261,sleepyhead,0.327,0.35,0.294
12262,sleet,0.41,0.355,0.395
12263,sleev,0.531,0.27,0.273
12264,sleeveless,0.638,0.29,0.2
12265,sleigh,0.742,0.551,0.396
12266,sleight,0.719,0.677,0.379
12267,slender,0.812,0.548,0.664
12268,sleuth,0.46,0.633,0.676
12269,sli,0.573,0.69,0.75
12270,slice,0.583,0.375,0.303
12271,slick,0.388,0.383,0.349
12272,slicker,0.727,0.387,0.519
12273,slide,0.4855,0.5825,0.4615
12274,slider,0.585,0.491,0.518
12275,slight,0.521,0.24,0.155
12276,slight anticip,0.562,0.49,0.445
12277,slight disgust,0.156,0.578,0.318
12278,slight surpris,0.677,0.746,0.557
12279,slight trust,0.306,0.4,0.245
12280,slightli,0.47,0.274,0.255
12281,slightly neg,0.19,0.472,0.259
12282,slightly posit,0.792,0.48,0.567
12283,slim,0.562,0.18,0.296
12284,slime,0.3,0.37,0.183
12285,slimi,0.177,0.5,0.309
12286,sling,0.417,0.423,0.404
12287,slingshot,0.323,0.654,0.474
12288,slink,0.46,0.546,0.314
12289,slinki,0.4,0.637,0.603
12290,slip,0.316,0.714,0.321
12291,slipper,0.604,0.3555,0.2405
12292,slipperi,0.219,0.74,0.343
12293,slit,0.406,0.49,0.366
12294,sliver,0.388,0.347,0.291
12295,slob,0.275,0.365,0.3
12296,slobber,0.35,0.375,0.278
12297,slogan,0.55,0.216,0.564
12298,sloop,0.48,0.375,0.38
12299,slop,0.306,0.409,0.325
12300,slope,0.347,0.438,0.279
12301,sloppi,0.303,0.441,0.183
12302,slot,0.469,0.337,0.337
12303,sloth,0.198,0.14,0.125
12304,slouch,0.365,0.45,0.328
12305,slough,0.265,0.39,0.2
12306,slow,0.3295,0.1425,0.161
12307,slowli,0.427,0.185,0.295
12308,sludg,0.354,0.396,0.229
12309,slug,0.276,0.37,0.16
12310,slugger,0.458,0.5,0.518
12311,sluggish,0.224,0.124,0.155
12312,sluic,0.427,0.52,0.365
12313,slum,0.292,0.528,0.302
12314,slumber,0.592,0.191,0.426
12315,slump,0.194,0.438,0.13
12316,slur,0.115,0.814,0.427
12317,slurp,0.54,0.528,0.411
12318,slush,0.427,0.283,0.296
12319,slut,0.071,0.808,0.309
12320,slutti,0.224,0.81,0.371
12321,smack,0.323,0.662,0.381
12322,small,0.542,0.205,0.12
12323,smaller,0.3,0.31,0.179
12324,smallest,0.281,0.34,0.129
12325,smallpox,0.156,0.583,0.222
12326,smart,0.906,0.607,0.923
12327,smarta,0.364,0.52,0.62
12328,smarten,0.602,0.49,0.551
12329,smarti,0.673,0.51,0.848
12330,smash,0.16899999999999998,0.6759999999999999,0.393
12331,smatter,0.448,0.46,0.5
12332,smear,0.23,0.433,0.4
12333,smell,0.484,0.5005,0.3395
12334,smelli,0.1,0.528,0.245
12335,smelt,0.333,0.441,0.345
12336,smidgen,0.367,0.385,0.357
12337,smile,0.9319999999999999,0.6032500000000001,0.5965
12338,smiley,0.865,0.47,0.571
12339,smirk,0.792,0.596,0.583
12340,smite,0.303,0.846,0.682
12341,smith,0.677,0.333,0.529
12342,smithereen,0.281,0.561,0.409
12343,smitten,0.153,0.76,0.204
12344,smock,0.429,0.25,0.25
12345,smog,0.271,0.48,0.382
12346,smoke,0.182,0.5285,0.3875
12347,smoker,0.208,0.528,0.311
12348,smokey,0.494,0.462,0.43
12349,smoki,0.459,0.42,0.327
12350,smolder,0.635,0.781,0.764
12351,smooch,0.796,0.731,0.491
12352,smooth,0.828,0.174,0.34650000000000003
12353,smoothi,0.806,0.333,0.281
12354,smoothli,0.821,0.134,0.488
12355,smother,0.292,0.685,0.42
12356,smudg,0.327,0.429,0.245
12357,smug,0.198,0.552,0.587
12358,smuggl,0.21150000000000002,0.779,0.54
12359,smuggler,0.062,0.867,0.645
12360,smut,0.357,0.36,0.349
12361,snack,0.7135,0.4435,0.3255
12362,snafu,0.375,0.549,0.274
12363,snag,0.297,0.4855,0.4145
12364,snail,0.48,0.104,0.296
12365,snake,0.226,0.706,0.5775
12366,snakeskin,0.276,0.696,0.391
12367,snap,0.344,0.517,0.352
12368,snapper,0.417,0.429,0.245
12369,snappi,0.573,0.592,0.418
12370,snapshot,0.573,0.578,0.588
12371,snare,0.229,0.85,0.466
12372,snarl,0.371,0.7455,0.473
12373,snatch,0.219,0.861,0.691
12374,snatcher,0.122,0.867,0.563
12375,snazzi,0.735,0.37,0.66
12376,sneak,0.24200000000000002,0.75,0.497
12377,sneaker,0.6990000000000001,0.5135000000000001,0.369
12378,sneaki,0.24,0.74,0.56
12379,sneer,0.133,0.755,0.345
12380,sneez,0.35250000000000004,0.506,0.3405
12381,snicker,0.708,0.693,0.409
12382,snide,0.186,0.723,0.455
12383,sniff,0.396,0.5,0.318
12384,snip,0.417,0.327,0.268
12385,snipe,0.198,0.915,0.491
12386,sniper,0.167,0.87,0.853
12387,snippet,0.612,0.41,0.368
12388,snippi,0.418,0.491,0.481
12389,snitch,0.3,0.598,0.333
12390,snob,0.296,0.52,0.309
12391,snoop,0.134,0.74,0.434
12392,snoopi,0.573,0.534,0.291
12393,snooti,0.39,0.455,0.446
12394,snooz,0.235,0.357,0.282
12395,snore,0.245,0.61,0.481
12396,snorkel,0.51,0.47,0.327
12397,snort,0.469,0.531,0.413
12398,snot,0.214,0.34,0.269
12399,snotti,0.18,0.382,0.2
12400,snout,0.276,0.385,0.241
12401,snow,0.6265000000000001,0.4265,0.348
12402,snowbal,0.717,0.444,0.321
12403,snowboard,0.6910000000000001,0.7170000000000001,0.528
12404,snowday,0.602,0.5,0.44
12405,snowfal,0.675,0.28,0.455
12406,snowflak,0.748,0.192,0.26
12407,snowi,0.656,0.304,0.357
12408,snowmageddon,0.375,0.575,0.472
12409,snowman,0.776,0.291,0.323
12410,snowplow,0.449,0.48,0.493
12411,snowstorm,0.204,0.833,0.629
12412,snub,0.247,0.47,0.2535
12413,snuff,0.357,0.47,0.377
12414,snug,0.867,0.173,0.5
12415,snuggl,0.6715,0.4385,0.33099999999999996
12416,so,0.354,0.675,0.386
12417,soak,0.42766666666666664,0.38533333333333336,0.3243333333333333
12418,soangri,0.327,0.65,0.482
12419,soannoy,0.271,0.529,0.426
12420,soap,0.531,0.163,0.311
12421,soapbox,0.5,0.415,0.393
12422,soapi,0.552,0.373,0.355
12423,soar,0.749,0.722,0.6839999999999999
12424,sob,0.115,0.48,0.212
12425,sober,0.729,0.216,0.568
12426,sobless,0.542,0.395,0.287
12427,sobrieti,0.68,0.31,0.583
12428,soc,0.427,0.431,0.38
12429,soccer,0.698,0.837,0.644
12430,sociabl,0.854,0.459,0.627
12431,social,0.741,0.5176666666666666,0.6333333333333333
12432,socialanxieti,0.27,0.588,0.426
12433,socialist,0.448,0.4,0.543
12434,socialit,0.684,0.668,0.57
12435,societi,0.674,0.464,0.782
12436,sociolog,0.615,0.439,0.694
12437,sociopath,0.104,0.863,0.439
12438,sock,0.5,0.167,0.29
12439,socket,0.583,0.469,0.377
12440,sod,0.3335,0.4415,0.36650000000000005
12441,soda,0.688,0.314,0.364
12442,soda/pop,0.581,0.41,0.382
12443,sodium,0.49,0.34,0.291
12444,sofa,0.583,0.106,0.263
12445,soft,0.8175,0.1325,0.317
12446,softbal,0.735,0.63,0.518
12447,soften,0.713,0.24966666666666668,0.3753333333333333
12448,softli,0.517,0.206,0.304
12449,softwar,0.561,0.28,0.57
12450,soggi,0.312,0.35,0.241
12451,sohappi,0.949,0.673,0.681
12452,soil,0.22799999999999998,0.35450000000000004,0.2845
12453,soire,0.729,0.692,0.578
12454,sojourn,0.514,0.243,0.509
12455,solac,0.776,0.294,0.453
12456,solar,0.622,0.452,0.645
12457,solarium,0.602,0.356,0.421
12458,solder,0.506,0.523,0.5745
12459,soldier,0.392,0.708,0.768
12460,sole,0.427,0.194,0.279
12461,solemn,0.708,0.37,0.709
12462,solicit,0.616,0.5045,0.5095
12463,solicitor,0.6,0.479,0.802
12464,solid,0.706,0.374,0.8065
12465,solidar,0.792,0.407,0.781
12466,solidif,0.48,0.5,0.827
12467,solidifi,0.608,0.3665,0.7495
12468,solitair,0.365,0.227,0.279
12469,solitari,0.224,0.202,0.268
12470,solitud,0.208,0.226,0.358
12471,solo,0.438,0.19,0.325
12472,solubl,0.524,0.316,0.4255
12473,solucki,0.573,0.529,0.615
12474,solut,0.79,0.339,0.664
12475,solv,0.656,0.53,0.688
12476,solvenc,0.604,0.296,0.605
12477,solvent,0.635,0.316,0.573
12478,somad,0.429,0.49,0.463
12479,somat,0.438,0.406,0.444
12480,somber,0.184,0.5,0.38
12481,some anticip,0.423,0.482,0.472
12482,some disgust,0.094,0.657,0.321
12483,some surpris,0.827,0.849,0.5
12484,some trust,0.594,0.451,0.547
12485,somersault,0.214,0.769,0.519
12486,somethingigetalot,0.573,0.567,0.509
12487,somewhat neg,0.208,0.48,0.15
12488,somewhat posit,0.92,0.51,0.667
12489,somuchtodo,0.51,0.598,0.441
12490,son,0.792,0.365,0.528
12491,sonar,0.541,0.48,0.414
12492,sonata,0.643,0.406,0.425
12493,sonerv,0.344,0.655,0.373
12494,song,0.854,0.413,0.5
12495,songwrit,0.844,0.558,0.713
12496,sonic,0.5469999999999999,0.428,0.45099999999999996
12497,sonnet,0.718,0.294,0.404
12498,sonor,0.646,0.58,0.442
12499,soot,0.375,0.328,0.292
12500,sooth,0.721,0.1865,0.4655
12501,sophist,0.8285,0.4765,0.7745
12502,sophomor,0.653,0.415,0.427
12503,sopiss,0.276,0.577,0.433
12504,soppi,0.51,0.355,0.297
12505,soprano,0.552,0.55,0.685
12506,sorcer,0.377,0.633,0.632
12507,sorceri,0.279,0.74,0.64
12508,sordid,0.219,0.555,0.447
12509,sore,0.16366666666666665,0.7399999999999999,0.29866666666666664
12510,soreadi,0.622,0.5,0.545
12511,sorghum,0.469,0.358,0.42
12512,soror,0.635,0.637,0.627
12513,sorri,0.406,0.362,0.212
12514,sorrow,0.0505,0.3285,0.1635
12515,sort,0.571,0.3945,0.658
12516,sorter,0.594,0.412,0.823
12517,sorti,0.49,0.45,0.311
12518,soscar,0.229,0.652,0.319
12519,soscari,0.301,0.66,0.414
12520,soslow,0.347,0.312,0.284
12521,sostress,0.435,0.481,0.578
12522,sosweet,0.755,0.354,0.417
12523,sothank,0.729,0.526,0.418
12524,sou,0.48,0.39,0.412
12525,soul,0.7625,0.2755,0.505
12526,soulless,0.125,0.591,0.4
12527,soulmat,0.89,0.5,0.628
12528,sound,0.745,0.5,0.6163333333333334
12529,soundproof,0.49,0.39,0.409
12530,soundtrack,0.63,0.559,0.518
12531,soup,0.602,0.245,0.269
12532,sour,0.276,0.594,0.373
12533,sourc,0.74,0.318,0.684
12534,sourpuss,0.188,0.62,0.382
12535,south,0.562,0.265,0.429
12536,southbound,0.51,0.37,0.395
12537,southeast,0.51,0.283,0.413
12538,southern,0.552,0.269,0.37
12539,southpaw,0.542,0.389,0.404
12540,southwest,0.406,0.314,0.355
12541,souvenir,0.844,0.311,0.466
12542,sovereign,0.698,0.5,0.885
12543,sovereignti,0.719,0.529,0.886
12544,soviet,0.347,0.58,0.536
12545,sow,0.667,0.43,0.446
12546,soy,0.438,0.25,0.286
12547,soy sauc,0.573,0.382,0.318
12548,soybean,0.521,0.25,0.293
12549,spa,0.622,0.151,0.386
12550,space,0.7105,0.371,0.54
12551,spacecraft,0.646,0.698,0.68
12552,spaceman,0.688,0.577,0.848
12553,spaceship,0.643,0.781,0.664
12554,spaciou,0.88,0.365,0.557
12555,spade,0.469,0.667,0.529
12556,spaghetti,0.729,0.353,0.288
12557,spam,0.188,0.354,0.304
12558,spammer,0.354,0.5,0.418
12559,span,0.521,0.33,0.528
12560,spandex,0.429,0.52,0.429
12561,spaniel,0.561,0.435,0.385
12562,spank,0.153,0.8089999999999999,0.517
12563,spar,0.3545,0.654,0.62
12564,spare,0.552,0.398,0.411
12565,sparerib,0.635,0.431,0.395
12566,sparingli,0.51,0.353,0.518
12567,spark,0.688,0.745,0.529
12568,sparkl,0.7595,0.5915,0.554
12569,sparkli,0.885,0.59,0.726
12570,sparrow,0.583,0.46,0.327
12571,spars,0.24,0.367,0.209
12572,spasm,0.194,0.594,0.366
12573,spastic,0.24,0.541,0.491
12574,spat,0.427,0.413,0.309
12575,spatial,0.604,0.625,0.645
12576,spatter,0.292,0.63,0.315
12577,spatula,0.302,0.198,0.369
12578,spawn,0.542,0.586,0.709
12579,spaz,0.443,0.5,0.268
12580,speak,0.759,0.5309999999999999,0.5375
12581,speakeasi,0.68,0.536,0.442
12582,speaker,0.604,0.66,0.723
12583,speakerphon,0.531,0.569,0.56
12584,spear,0.51,0.601,0.5
12585,spec,0.5615,0.41200000000000003,0.6545
12586,speci,0.5720000000000001,0.40049999999999997,0.6475
12587,special,0.8302499999999999,0.5025,0.7975
12588,specialist,0.76,0.562,0.877
12589,specialti,0.724,0.479,0.783
12590,specif,0.6040000000000001,0.4335,0.6465
12591,specifi,0.656,0.405,0.6
12592,specimen,0.531,0.444,0.568
12593,speck,0.418,0.245,0.343
12594,speckl,0.449,0.263,0.254
12595,spectacl,0.8140000000000001,0.76,0.7050000000000001
12596,spectacular,0.947,0.74,0.887
12597,spectat,0.694,0.56,0.667
12598,specter,0.265,0.723,0.54
12599,spectral,0.43,0.667,0.5
12600,spectromet,0.5,0.452,0.49
12601,spectrophotomet,0.5,0.484,0.5
12602,spectroscopi,0.47,0.541,0.57
12603,spectrum,0.312,0.7,0.527
12604,specul,0.333,0.6253333333333333,0.4703333333333333
12605,speculum,0.417,0.469,0.433
12606,speech,0.656,0.47,0.688
12607,speechless,0.459,0.32,0.315
12608,speed,0.5785,0.8785000000000001,0.6515
12609,speedboat,0.635,0.858,0.612
12610,speedi,0.625,0.625,0.793
12611,speedili,0.688,0.74,0.665
12612,speedomet,0.427,0.549,0.579
12613,speedway,0.667,0.519,0.416
12614,spell,0.4895,0.3685,0.383
12615,spellbound,0.531,0.647,0.387
12616,spencer,0.51,0.394,0.367
12617,spend,0.5025000000000001,0.6505000000000001,0.3795
12618,spender,0.312,0.692,0.377
12619,spent,0.296,0.296,0.263
12620,sperm,0.396,0.706,0.453
12621,spew,0.26,0.651,0.573
12622,sphere,0.633,0.277,0.5
12623,spheric,0.55,0.308,0.5
12624,sphincter,0.347,0.633,0.375
12625,sphinx,0.604,0.324,0.49
12626,spi,0.26,0.686,0.53
12627,spic,0.302,0.455,0.451
12628,spice,0.594,0.439,0.384
12629,spici,0.44,0.733,0.61
12630,spider,0.2445,0.6325,0.399
12631,spiffi,0.615,0.582,0.47
12632,spigot,0.38,0.346,0.423
12633,spike,0.3315,0.5615,0.4075
12634,spiki,0.284,0.657,0.587
12635,spill,0.408,0.633,0.456
12636,spillin,0.375,0.5,0.362
12637,spin,0.5725,0.516,0.413
12638,spinach,0.583,0.2,0.368
12639,spinal,0.312,0.491,0.296
12640,spindl,0.552,0.41,0.36
12641,spine,0.495,0.461,0.6
12642,spineless,0.344,0.387,0.321
12643,spini,0.167,0.639,0.528
12644,spinner,0.458,0.593,0.471
12645,spinster,0.357,0.368,0.345
12646,spiral,0.49,0.624,0.361
12647,spire,0.354,0.358,0.389
